"PlotVisit","DE"
"10.2014-08-29",2.50801955710998
"1016.2015-08-26",2.86060401888368
"1017.2015-08-26",2.79620858227848
"1018.2015-08-26",2.91605957018343
"1019.2015-08-26",2.59505823202585
"1020.2015-08-26",2.62122894956285
"1022.2015-07-28",3.15747810741686
"1023.2015-07-28",3.06914681976285
"1026.2015-07-29",2.33450826138903
"1028.2015-07-29",2.08869447264793
"1034.2015-07-28",3.02966924534126
"1035.2015-07-28",2.86421789441643
"1036.2015-07-17",3.08090469410947
"1037.2015-07-17",3.14655729613977
"1038.2015-07-17",2.92197559355381
"1039.2015-07-17",2.87118493463046
"1040.2015-07-17",3.07915946723946
"1041.2015-08-13",3.06417877006086
"1042.2015-08-13",2.9541760959208
"1043.2015-08-13",3.14007528276819
"1044.2015-08-13",2.93098872966776
"1045.2015-08-13",3.07454910773679
"1046.2015-08-04",1.82525874393225
"1047.2015-08-04",2.87023513232658
"1048.2015-08-04",1.84744001935798
"1049.2015-08-04",1.88461539328645
"1051.2015-08-24",3.17453083957905
"1052.2015-08-24",2.82566813971211
"1053.2015-08-24",2.9959182995206
"1055.2015-08-24",2.81763654798822
"1057.2015-07-27",1.84921172484001
"1059.2015-07-27",2.21039392439126
"106.2014-08-22",3.01036945262744
"1061.2015-07-29",1.93208885557204
"1063.2015-07-29",1.820186822621
"1065.2015-07-29",1.81232274761669
"1071.2015-08-26",3.03356436680883
"1072.2015-08-26",2.86459606814409
"1073.2015-08-26",2.70967532661509
"1074.2015-08-26",2.76993203421361
"1075.2015-08-26",2.98822557894366
"1076.2015-07-30",2.01934518358154
"1078.2015-07-30",2.25388547037569
"1079.2015-07-30",2.17864523187526
"108.2014-08-22",2.83846910685013
"1080.2015-07-30",2.14109097058172
"1081.2015-07-28",2.91751123331918
"1082.2015-07-28",3.17915408636575
"1083.2015-07-28",2.8869117764285
"1084.2015-07-28",3.0215365643628
"1085.2015-07-28",3.06268600744013
"1086.2015-08-03",2.89542027680308
"1087.2015-08-03",2.8020562543083
"1088.2015-08-03",2.96615074722588
"1089.2015-08-03",2.90866533494337
"109.2014-08-22",2.68575680944031
"1090.2015-08-03",3.07380214606534
"1091.2015-08-07",2.98494149456587
"1092.2015-08-07",2.91241750328083
"1093.2015-08-07",2.90943235890983
"1094.2015-08-07",2.83614919855594
"1095.2015-08-07",2.95003352749743
"1096.2015-08-11",2.9896430550595
"1097.2015-08-11",2.93267903934312
"1098.2015-08-11",3.02406632240057
"1099.2015-08-11",3.07442328281722
"11.2014-08-29",2.56623529589538
"1100.2015-08-11",3.02794345930656
"1101.2015-08-11",2.88123737936093
"1102.2015-08-11",2.78578002615836
"1103.2015-08-11",3.07510750221954
"1104.2015-08-11",2.85456749869349
"1105.2015-08-11",2.86878570324428
"12.2014-08-29",2.44929353777176
"1200.2015-07-16",2.84679300942367
"1201.2015-07-16",2.80825362680885
"1202.2015-07-16",2.91009529141636
"1203.2015-07-16",2.79109149049895
"1204.2015-07-16",3.04686047243636
"1205.2015-07-16",2.90045330874393
"1206.2015-07-16",3.07796574700264
"1207.2015-07-31",2.79139192807523
"1208.2015-07-31",2.76550786980617
"1209.2015-07-31",2.86800044510378
"1210.2015-08-27",2.84632548240773
"1211.2015-08-27",2.8444204070355
"1212.2015-07-21",2.90943561604245
"1213.2015-07-21",2.84976052270665
"1214.2015-07-21",2.86617302313082
"1215.2015-07-21",2.95358257809907
"1216.2015-07-21",2.94274232201313
"1217.2015-07-31",2.81951552703893
"1218.2015-07-31",2.8953356113601
"1219.2015-07-31",2.82343419876152
"122.2015-07-22",2.57783745468272
"1220.2015-07-31",2.86973440945189
"1221.2015-07-31",2.93455562300532
"1227.2015-07-22",2.83495979063252
"1228.2015-07-22",2.80866489429936
"1229.2015-07-22",3.09584498319263
"123.2015-07-22",3.01827434976426
"1230.2015-07-22",2.8178555927899
"1231.2015-07-22",2.80182524607548
"124.2015-07-22",2.7915784204151
"1241.2015-08-05",3.128811363875
"1242.2015-08-05",3.27758134868936
"1243.2015-08-05",3.22640369456587
"1245.2015-08-31",2.94288839036837
"1246.2015-08-31",2.94405364194626
"1247.2015-08-24",3.20621493380784
"1248.2015-08-24",3.02910366475141
"1249.2015-08-24",3.02663275609866
"125.2015-07-22",2.61732698192257
"1250.2015-08-24",3.16956167678103
"1251.2015-08-24",3.15492213986389
"1252.2015-08-31",3.23315398700352
"1254.2015-08-03",3.13809222463099
"1256.2015-08-03",3.12875658645066
"1257.2015-08-03",3.13399277400052
"1258.2015-08-27",3.18945415932624
"1259.2015-08-27",2.94045565935519
"1260.2015-08-17",3.14625538120019
"1261.2015-08-17",3.10551612817029
"1262.2015-08-17",3.21023581145671
"1263.2015-08-17",3.21709346413537
"1264.2015-08-17",3.15389072315657
"1265.2015-08-27",3.21084172767117
"1266.2015-08-27",3.23335512556478
"1267.2015-08-27",3.2602529302728
"1268.2015-08-31",3.19592555070594
"1269.2015-08-31",3.28053414761615
"131.2015-08-20",2.99106665649724
"132.2015-08-20",3.15290312107913
"133.2015-08-20",2.9543836828928
"134.2015-08-20",3.11339035599853
"135.2015-08-20",3.00761873436135
"141.2014-08-20",2.99741457882988
"144.2014-08-20",2.7710983069279
"145.2014-08-20",2.71037965893515
"146.2014-07-22",2.96754675044064
"147.2014-07-16",2.976368153809
"148.2014-07-22",3.12637811926592
"149.2014-07-22",3.20467970550521
"150.2014-07-22",2.96512356072794
"151.2015-08-18",3.05357537679909
"153.2015-08-18",3.15307236938556
"154.2015-08-18",2.86706156516489
"16.2015-07-23",1.83279499992371
"161.2014-08-04",3.05973193510278
"162.2014-08-04",2.79721638242867
"164.2014-08-04",2.96401782269216
"165.2014-08-04",3.06454283513078
"17.2015-07-23",1.87767198710137
"171.2014-08-22",3.11304981266286
"172.2014-08-12",3.04358076467742
"173.2014-08-22",3.09728951730037
"174.2014-08-12",3.11391687486869
"175.2014-08-22",3.09718009709131
"176.2015-08-18",3.0993417984077
"179.2015-08-18",3.15768696101966
"18.2015-07-23",1.84894122358066
"19.2015-07-23",1.90702399280514
"191.2015-08-04",1.98006438837911
"192.2015-08-04",1.8717019262809
"193.2015-08-04",1.92955401496811
"194.2015-08-03",1.91681816056245
"195.2015-08-04",2.10743938322565
"20.2015-07-21",2.45860470098339
"206.2014-08-26",1.81516393467412
"207.2014-08-26",2.28912450351414
"208.2014-08-26",2.02411399316796
"209.2014-08-26",2.30422749251339
"21.2015-07-21",3.14981746756979
"210.2014-08-26",1.82525874393225
"216.2015-08-03",3.12946542713271
"217.2015-08-03",2.59732267454854
"218.2015-08-03",2.0192638812039
"22.2015-07-21",2.48829312963981
"220.2015-08-03",2.64937870773609
"221.2015-08-28",2.28969056741875
"222.2015-08-28",2.41479461262997
"223.2015-08-28",2.48886773216623
"224.2015-08-28",2.38737666659436
"231.2015-08-19",2.30301717042636
"232.2015-08-19",2.53026698751444
"233.2015-08-19",2.00518746333019
"234.2015-08-19",1.97161579588805
"235.2015-08-19",2.27803348454148
"237.2014-08-29",1.77310849410561
"238.2014-08-29",2.34485120204025
"239.2014-08-29",1.88798228823947
"24.2015-07-21",2.51310828702211
"240.2014-08-29",2.31626735291341
"244.2014-07-24",1.93039352321603
"245.2014-07-24",1.75671695847489
"246.2014-07-24",1.88303589014676
"25.2014-08-28",2.16638443480265
"26.2014-08-28",2.37511175566726
"265.2014-07-24",1.82359367903387
"266.2014-07-24",1.8440602584199
"267.2014-07-24",2.11050085678826
"268.2014-07-29",2.61889391154904
"269.2014-07-29",1.92158395921
"27.2014-08-28",2.33663390005071
"270.2015-08-06",2.33943568576381
"279.2015-08-31",3.07965013175184
"28.2014-08-28",2.12519579708492
"280.2015-08-31",3.0356582369718
"281.2015-08-21",2.73332791873907
"282.2015-08-21",3.15772077088183
"283.2015-08-21",2.95942300691222
"284.2015-07-16",2.99067222595498
"285.2015-07-16",2.95118680395573
"286.2015-08-17",3.10133089926912
"287.2015-08-17",2.98992080669256
"288.2015-08-17",3.12115660283572
"289.2015-08-17",3.37688883684604
"29.2014-08-28",2.64692746033907
"291.2014-08-14",2.54393585738777
"293.2015-08-17",3.17226199794707
"294.2014-08-14",2.75422894043617
"300.2014-07-17",3.03038507335613
"301.2014-07-17",3.07098671850739
"302.2014-07-22",2.93395484770137
"303.2014-07-17",2.93106249522831
"304.2014-07-17",2.77228219170267
"305.2014-08-04",2.9513345887644
"306.2014-08-04",3.03063200356556
"307.2014-08-04",2.63890976337268
"308.2014-08-04",2.68383932083811
"309.2014-08-04",2.88380479709571
"310.2014-08-11",2.95080478219709
"311.2014-08-11",2.69284820798928
"312.2014-08-11",2.97092818351959
"313.2014-08-11",2.82666966078653
"314.2014-08-11",2.4980579757608
"315.2014-08-25",2.58279444197693
"316.2014-08-25",2.71930940022096
"318.2014-08-25",2.90382840966674
"319.2014-08-25",2.72662293130739
"322.2014-06-09",3.12009654973225
"322.2014-06-30",3.03271984321242
"322.2014-09-04",2.99053820722173
"323.2014-06-09",2.79188445928694
"323.2014-06-30",2.97064624450188
"323.2014-09-04",2.8162656410501
"325.2014-05-27",3.08874287887958
"325.2014-06-16",2.79446925902643
"325.2014-07-10",2.51472254565861
"325.2014-08-12",2.72784900205432
"325.2014-09-03",2.58253090832538
"325.2014-09-22",2.60726272939828
"325.2015-05-25",3.12558964509084
"325.2015-06-15",2.94301891887996
"325.2015-07-06",2.8525336858056
"325.2015-08-05",2.8246808055535
"325.2015-09-11",2.84557153624568
"325.2015-09-23",2.9066393258728
"326.2014-05-20",2.96875063187284
"326.2014-06-16",2.85400913984331
"326.2014-07-10",2.91958008625031
"326.2014-08-12",2.9232214248889
"326.2014-09-03",2.88741329593862
"326.2014-09-22",2.89730340524502
"326.2015-05-25",2.97297743876046
"326.2015-06-15",2.9360003096666
"326.2015-07-06",2.86375439629236
"326.2015-08-05",2.91607565694975
"326.2015-09-11",2.89737250564362
"326.2015-09-23",2.89473941696929
"327.2014-08-12",2.44920089351758
"328.2014-08-12",2.49679721214889
"329.2014-08-12",2.65121882449975
"330.2014-07-23",2.52254374540919
"331.2014-07-21",2.49709610390011
"332.2014-07-23",2.95451063630045
"333.2014-07-23",2.60365854458461
"334.2014-07-23",2.83428018395906
"335.2014-07-21",2.54816169666792
"336.2014-07-21",2.83468823155167
"337.2014-07-21",2.7988176622355
"338.2014-07-21",2.75130178741834
"339.2014-07-21",2.94686563365382
"340.2014-05-21",3.10339494452916
"340.2014-06-16",3.05457926083221
"340.2014-07-10",2.84550775846198
"340.2014-08-13",2.98296533900978
"340.2014-09-03",2.95426963203978
"340.2014-09-22",2.89303956077567
"340.2015-05-27",3.07739836573528
"340.2015-06-16",2.98344305764243
"340.2015-07-06",2.76607798095974
"340.2015-08-07",2.9045239273852
"340.2015-09-09",2.84933751887979
"340.2015-09-23",3.05542314905208
"341.2014-08-13",2.98818941455593
"342.2014-08-13",2.96396023786887
"343.2014-08-13",3.05139792356263
"344.2014-05-21",3.12921627611161
"344.2014-06-16",3.03437331819622
"344.2014-07-10",2.8835331034749
"344.2014-08-13",2.97719345938908
"344.2014-09-03",2.90480500036029
"344.2014-09-22",2.89347403336607
"344.2015-05-27",3.15758153559181
"344.2015-06-16",2.98009721383658
"344.2015-07-06",3.01161136352529
"344.2015-08-07",2.98108561375584
"344.2015-09-09",2.93649279759614
"344.2015-09-23",2.98777324857765
"345.2015-07-23",2.92292265429186
"346.2015-07-23",2.93298128700208
"347.2015-07-23",2.87360980755054
"348.2015-07-23",2.86103362589354
"349.2015-07-23",3.01219460886532
"35.2015-08-20",3.18230634311522
"359.2014-07-23",2.65654466149036
"36.2015-08-20",3.03767253971346
"360.2014-07-23",2.52199328314509
"361.2014-07-23",2.96087966339932
"362.2014-07-23",2.68583575484644
"363.2014-07-23",2.8045400255528
"364.2014-05-26",3.29202269214897
"364.2014-06-16",3.10952648923476
"364.2014-07-09",3.02648769282014
"364.2014-08-18",2.97468285372713
"364.2014-09-03",2.85128735472368
"364.2014-09-22",2.99532070086835
"364.2015-05-26",3.24883298704395
"364.2015-06-17",3.17316493054399
"364.2015-07-07",2.90798176593622
"364.2015-08-06",2.84077451859096
"364.2015-09-09",2.79800996708458
"364.2015-09-23",2.85809842618174
"366.2014-08-18",2.90433374378068
"367.2014-05-26",3.11624286215477
"367.2014-06-16",3.05863536762146
"367.2014-07-09",2.95021488803921
"367.2014-08-18",2.8597784840921
"367.2014-09-03",2.90273960619536
"367.2014-09-22",2.72483572362746
"367.2015-05-26",3.26823416352145
"367.2015-06-17",3.09370354625073
"367.2015-07-07",2.86533007142735
"367.2015-08-06",2.7799486439028
"367.2015-09-09",2.7874705942037
"367.2015-09-23",2.9064484842129
"368.2014-08-18",2.85645408496026
"369.2014-07-23",2.82540990818326
"37.2015-08-20",3.13459270580101
"370.2014-07-23",2.7805343922934
"371.2014-07-23",2.74107895663984
"372.2014-07-23",2.82520672768011
"373.2014-07-23",2.77663356329039
"374.2014-07-18",2.7848115902654
"375.2014-07-17",2.93336779246843
"376.2014-07-17",2.75927462777737
"377.2014-07-17",3.0420914977965
"378.2014-07-18",2.68720036306613
"379.2015-07-15",2.70347599605557
"380.2015-07-15",2.59824626761368
"381.2015-07-15",2.5918987887115
"382.2015-07-15",2.59184755788963
"383.2015-07-15",2.84307492114783
"384.2015-08-05",3.07924612047518
"385.2015-08-05",3.15604832190906
"386.2015-08-05",3.09622506722454
"387.2015-08-05",2.97494940958123
"39.2015-08-20",3.08270477496476
"40.2015-08-19",2.56939409105261
"401.2014-07-18",2.89944710466161
"402.2014-07-18",2.99614281977148
"41.2015-08-19",3.12982121278828
"42.2015-08-19",2.79270646941618
"425.2014-08-27",1.92391749219968
"426.2014-08-27",1.82525874393225
"427.2014-08-27",2.72229831250069
"428.2014-08-27",2.6030214678978
"429.2014-08-27",2.15490042181918
"43.2015-08-19",3.25260241514046
"430.2015-07-24",2.18304418923184
"431.2015-07-24",2.07105015176686
"432.2015-07-24",2.11433556552075
"444.2015-07-24",3.18799438568467
"445.2015-07-24",2.48876584098579
"446.2015-07-24",2.58028163631575
"447.2014-08-28",2.93676892898203
"448.2014-08-28",2.90280248819767
"449.2014-08-28",2.89917091864778
"450.2014-08-28",2.73048756856016
"459.2014-08-22",2.63324929841614
"460.2014-08-07",2.85028935267672
"461.2014-08-15",3.01746001419059
"462.2014-08-07",2.91295682484765
"464.2014-08-12",2.75327588215191
"465.2014-08-12",3.04309062184419
"466.2014-08-12",2.79047728823985
"467.2014-08-12",2.98374635540933
"468.2014-08-12",2.81335257641036
"473.2014-07-21",2.78324288688957
"475.2015-07-30",2.91066960312592
"476.2015-07-30",3.04183859045077
"477.2015-07-30",3.06356960226129
"481.2014-08-05",2.57170008313529
"482.2014-08-05",3.00315757701784
"483.2014-08-05",2.99795414413294
"484.2014-08-05",2.80194110446153
"485.2014-08-05",2.95128922556869
"486.2015-08-18",2.98857903646588
"488.2015-08-18",2.95012894657326
"493.2015-08-18",2.81855355224315
"495.2014-08-05",3.15971356486036
"496.2014-08-05",2.74982457342217
"497.2014-08-05",2.48891492951746
"498.2014-07-31",2.69067342665256
"499.2014-07-31",2.69814391816203
"5.2014-07-17",2.31241881403644
"505.2015-07-17",2.9817542610557
"506.2015-07-17",2.60926949582404
"507.2015-07-17",3.091945750314
"508.2015-07-17",3.02917693160445
"509.2014-08-26",1.91539558619822
"511.2014-08-26",2.07131654531667
"512.2014-08-26",2.27207756305399
"513.2014-07-23",2.91969447713314
"514.2014-07-23",2.97044145283813
"516.2014-07-23",2.92893011338295
"522.2015-08-28",2.79921962977113
"523.2015-08-28",2.7120477256015
"524.2015-08-28",2.80420188522593
"525.2015-08-28",2.88153939086651
"527.2014-08-06",2.91260204734035
"528.2014-08-06",3.0333107637105
"529.2014-08-06",2.99375563951278
"530.2014-08-06",3.12660498909178
"5325.2015-08-05",2.8246808055535
"5326.2015-08-05",2.91607565694975
"5340.2015-08-07",2.9045239273852
"5344.2015-08-07",2.98108561375584
"5364.2015-08-06",2.84077451859096
"5367.2015-08-06",2.7799486439028
"538.2015-08-21",2.5497735402138
"539.2015-08-21",1.90220394460211
"540.2015-08-21",2.43177943894691
"541.2015-08-21",1.94395476407143
"548.2015-07-27",2.76571927861717
"550.2015-07-27",3.01303447900002
"551.2015-07-28",2.80770405762645
"552.2015-07-28",3.08175999350797
"554.2015-07-28",2.47871995282503
"567.2014-08-19",2.75160685420684
"569.2014-08-19",2.99959157791332
"570.2014-08-19",3.08683890854497
"571.2014-08-19",3.07820943311795
"573.2014-08-25",2.92947501604954
"575.2014-08-25",2.76221373090038
"577.2014-08-20",3.21007192238654
"580.2014-08-20",2.98974921473598
"581.2014-08-20",2.83870099854323
"592.2014-08-21",3.12348846368985
"593.2014-08-21",2.11317083974454
"594.2014-08-21",2.77606278135831
"595.2014-08-21",3.64285206863504
"605.2014-08-18",3.01690978306917
"606.2014-08-18",2.29363484995964
"609.2014-08-18",2.16970158345159
"613.2015-08-31",2.94636281934504
"614.2015-08-31",2.88277217527196
"616.2014-08-14",2.99950867038304
"617.2014-08-13",3.13059954012199
"618.2014-08-13",2.94335622345778
"619.2014-08-13",2.71152510762095
"620.2015-07-29",3.00938996729923
"621.2015-07-29",2.89222104148409
"623.2015-07-29",2.95927780332699
"628.2015-07-20",2.95015863960266
"629.2015-07-20",3.01466877620188
"630.2015-07-20",2.8417473311182
"631.2015-07-20",2.94194051200295
"632.2014-08-25",3.01418791709539
"633.2014-08-25",2.75038286719301
"634.2014-08-25",2.08587261848965
"635.2014-08-25",3.13720587683387
"646.2014-08-15",2.79308773502797
"648.2014-08-15",2.91440662837467
"649.2014-08-15",2.80665670712434
"658.2015-08-27",2.9096821584774
"659.2015-08-27",2.92428927904977
"66.2014-08-19",1.9398460628374
"660.2015-08-27",2.79767828370329
"671.2014-07-16",3.1369377586975
"672.2014-07-15",3.10031456491677
"673.2014-07-15",3.12462943833651
"674.2014-07-16",3.19510593483024
"675.2014-07-15",3.17034786467983
"676.2014-07-15",3.07352086701218
"677.2014-07-15",2.99259790623818
"678.2014-07-15",3.14430696647642
"68.2014-08-22",2.82983075384959
"680.2014-07-09",3.17343708206226
"680.2014-09-04",2.90616477725474
"680.2014-09-23",3.02292424245979
"680.2015-06-01",3.21212361294766
"680.2015-06-17",3.2620287621221
"680.2015-07-02",3.16294368287207
"680.2015-08-07",2.90276497240545
"680.2015-09-09",3.13794346622691
"680.2015-09-23",3.10852878121454
"681.2014-06-23",3.13510929177877
"681.2014-07-10",3.16097916710488
"681.2014-09-04",3.05201034729653
"681.2014-09-23",3.11594433569123
"681.2015-05-28",3.13352248753084
"681.2015-06-16",3.11695839068507
"681.2015-07-03",2.9780795923017
"681.2015-08-07",2.96210281893561
"681.2015-09-09",2.99057600236909
"681.2015-09-23",3.02032820029937
"682.2015-05-20",3.13193727466122
"682.2015-06-15",2.79875266774693
"682.2015-07-02",2.88875133422441
"682.2015-07-15",2.96263446606656
"682.2015-09-09",3.07151201064164
"682.2015-09-23",2.94943433605424
"683.2015-07-15",3.00410232240629
"684.2015-07-15",3.06740893170998
"685.2015-07-15",2.93860159702388
"686.2015-05-20",3.12151134931447
"686.2015-06-15",3.17962396815778
"686.2015-07-02",2.99606121473477
"686.2015-07-15",3.01946311649164
"686.2015-09-09",3.10051393095519
"686.2015-09-23",2.9460584151765
"69.2014-08-19",3.0080282865015
"690.2015-08-25",2.82772787254453
"691.2015-08-25",3.0015602373304
"692.2015-08-25",2.93628038581993
"693.2015-08-25",2.7909402889312
"694.2015-08-25",2.93679535243041
"695.2015-08-25",2.95684129148942
"696.2015-08-25",2.83055925449886
"697.2015-08-25",2.89692640568494
"698.2015-08-25",2.98295847693414
"699.2015-08-25",2.96617244497316
"7.2014-07-17",1.98288514991106
"70.2014-08-19",2.95482807568921
"700.2014-07-28",2.92726463863735
"701.2014-07-29",2.74377962278937
"702.2014-07-29",2.90262028055768
"703.2014-07-29",2.81738056785135
"709.2014-07-30",2.98844024423284
"71.2014-07-18",3.08331441175508
"711.2014-07-30",2.72443110690528
"712.2014-07-30",2.63382337673079
"713.2014-07-29",2.82256933694995
"719.2014-07-29",2.79954467677359
"72.2014-07-16",3.19457023778449
"720.2014-07-29",2.79872499804887
"722.2014-07-29",2.75768026318089
"723.2014-07-28",2.8214991401325
"724.2015-08-12",2.78682483021454
"725.2015-08-12",2.83618557774913
"726.2015-08-12",3.09940882657114
"727.2015-08-12",2.6843626643414
"728.2015-08-12",2.92292559810091
"73.2014-07-15",3.10359409720103
"734.2014-08-27",2.83362299309038
"736.2014-08-27",2.65100357617654
"74.2014-07-16",3.1345387782725
"75.2014-07-18",3.09115941318244
"789.2014-08-21",2.76747326759685
"790.2014-08-21",1.9864751538594
"791.2014-08-21",2.53024297581075
"793.2014-08-21",2.74306682656381
"794.2014-07-31",2.75084605172222
"795.2014-07-31",2.83194224248282
"796.2014-07-31",2.55503930256744
"797.2014-07-30",2.89042990816362
"798.2014-07-30",2.75491578108779
"799.2014-07-25",2.94254749785159
"8.2014-08-29",2.2898926172509
"800.2014-07-25",2.65188459907603
"802.2014-07-25",2.58209755426575
"824.2015-08-12",3.15408952727024
"825.2015-08-12",2.9204241202517
"826.2015-08-12",3.08901914594671
"827.2015-08-12",2.79278529479813
"828.2015-08-12",2.83421395677726
"844.2014-07-24",2.92954618339188
"845.2014-07-24",1.78358247044973
"846.2014-07-24",2.89196060254272
"847.2014-07-24",3.17660749279754
"848.2014-07-24",2.80566317892951
"864.2014-08-07",2.56924309474064
"865.2014-08-07",2.58786907853703
"866.2014-08-07",2.98035410873232
"868.2014-08-07",2.55077293859933
"869.2014-08-06",3.13545676175459
"871.2014-08-06",2.98827575228867
"872.2014-08-06",3.06823989111548
"873.2014-08-06",3.01445676870781
"874.2014-08-05",2.9070929919069
"875.2014-08-05",2.90806109760358
"876.2014-08-05",2.94279518017729
"877.2014-08-05",2.88182778109223
"878.2014-08-05",2.72794569418931
"880.2015-08-10",2.7509702265548
"881.2015-08-10",2.96856354445619
"882.2015-08-10",2.663176124102
"883.2015-08-10",2.80761212806272
"884.2015-08-14",2.85385335244531
"885.2015-08-13",2.98506246491795
"886.2015-08-14",2.87550012579508
"887.2015-08-14",2.98164492039342
"888.2015-08-13",2.70894627791598
"889.2014-08-14",2.77260906276082
"891.2014-08-14",2.51415301979668
"892.2014-08-14",2.83881943739895
"894.2014-08-15",2.89619255605228
"896.2014-08-15",2.17567997523378
"898.2014-08-15",2.91370545751936
"907.2015-08-13",2.66814190421498
"908.2015-08-13",2.98834956565477
"909.2015-08-13",2.76892124292864
"91.2015-07-20",2.63395282342704
"911.2015-08-13",2.86475707718011
"912.2014-08-04",2.95795870087124
"913.2014-08-04",2.97899274366658
"914.2014-08-04",2.6866001975588
"916.2014-08-04",3.03317747125558
"917.2015-08-10",2.85096301188982
"918.2015-08-10",2.47387747466866
"919.2015-08-10",2.62268157199738
"92.2015-07-20",2.84810745014236
"920.2015-08-10",2.8278585170254
"93.2015-07-20",2.99234729776725
"931.2014-07-16",2.9691710392291
"933.2014-07-16",3.07355064947345
"934.2014-07-16",3.10473452886361
"935.2014-07-16",3.05327088455465
"94.2015-07-20",2.9849204499358
"95.2015-07-20",2.8114554946153
"950.2014-08-01",2.8771973552108
"951.2014-08-20",2.795954815554
"952.2014-08-18",3.22387630368204
"953.2014-08-08",2.52357435887231
"954.2014-08-07",2.9021289777743
"955.2014-08-18",2.92143858823293
"956.2014-08-08",2.94194624067903
"957.2014-08-08",3.28194721577362
"958.2014-08-20",3.38040124547281
"959.2014-08-22",3.06089055413173
"960.2014-08-22",3.06089055413173
"961.2014-08-20",3.27793811350638
"290.2014-08-14",0
"292.2014-08-14",0
"608.2014-08-18",0
